survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,alone
0,3,female,,4,3,14.058605635488002,S,First,man,False
0,3,male,,4,2,23.49878394598127,S,First,child,False
0,3,male,12.795467242911545,4,6,14.04529096010208,Q,Second,woman,True
0,3,female,42.43751753401365,5,5,7.332315841128291,Q,Second,man,True
0,1,male,22.76917581272169,7,3,7.3535694248898,S,Second,man,False
0,3,male,28.833432006546552,8,2,45.5975213933601,S,Second,child,True
0,3,male,31.834762289044463,5,1,32.62822773424407,S,Second,woman,True
0,3,female,17.69265582827235,3,0,88.73986325728573,C,First,woman,True
1,1,male,11.333208095530178,2,6,18.033208039836836,C,Third,child,False
1,2,male,35.14897615288415,1,3,33.40131404909991,S,Second,man,True
0,1,male,10.56473101862192,0,2,20.860175972821327,S,Third,child,False
0,3,male,1.0,7,6,21.197086706496275,S,First,woman,False
1,3,male,18.294521538799984,1,1,63.51666088165141,S,Third,man,True
0,3,male,34.63529390083758,4,4,19.98780078060541,S,Third,child,False
1,3,female,,4,0,86.90248126047999,S,Third,woman,False
0,3,male,47.739833168681,0,5,31.97435357318329,S,First,woman,True
1,3,male,32.572548936043646,7,6,2.9467359707834118,Q,Second,child,True
0,3,male,19.271664872740864,2,4,2.3233364235530267,S,Second,man,True
0,1,female,23.845830293287086,5,0,133.1547993359714,S,Second,child,True
1,1,male,9.8884209702315,6,3,16.82203061273232,Q,Third,child,False
0,2,female,45.201161145883034,4,5,29.21883612822489,S,First,woman,True
1,3,male,10.664598794838593,3,6,18.641877377973483,S,First,man,False
0,3,male,17.114293150330234,1,2,5.710336027450223,S,First,man,False
0,3,male,27.755992913999208,0,0,4.427349605479128,S,First,child,True
0,1,male,,2,6,7.89165372622955,S,Third,woman,True
0,1,female,8.96289491086295,6,3,30.680928243619366,S,Third,man,False
1,3,male,17.32249886692707,7,1,26.097524466429736,Q,Second,man,False
0,2,male,33.71056843135046,0,3,13.146307856286132,C,First,child,True
0,3,male,45.81612702595791,1,5,1.4909281744799656,S,First,man,False
1,3,female,34.88604986926245,8,4,12.922922035615079,Q,Third,woman,True
1,2,female,,7,5,16.76406007785554,S,Second,woman,False
0,3,male,,8,0,46.60673750716014,S,Second,child,False
0,2,male,21.357207148270735,4,2,44.13562581134564,S,Second,man,False
0,3,male,37.300919378354756,7,4,8.258852009061506,Q,Second,child,False
1,3,female,45.13325337796842,6,1,8.525499712694847,S,Second,woman,False
1,1,female,42.451262714173566,8,3,32.622034307425736,Q,Second,man,False
1,2,male,31.933003022238495,8,0,34.81204074939871,S,Third,child,True
1,2,male,,1,6,27.175170243269115,S,Third,man,True
0,3,male,70.34044998429549,1,1,3.9187931359080586,S,First,man,False
1,3,female,21.68593318464237,4,2,11.10385466530307,Q,Third,woman,True
0,3,male,19.31637886516949,0,4,1.0631490859227501,S,First,child,True
0,3,male,51.25876096091609,6,0,47.314766231712504,S,Second,man,False
1,3,male,33.29650335539588,2,1,54.202350811855226,S,Third,child,True
0,1,male,,5,2,83.5478903994815,S,Second,child,False
1,2,male,,7,3,3.036749526110633,S,Third,child,True
0,2,male,,2,2,78.10204243285646,C,Third,man,True
1,3,female,15.512866013491756,2,4,82.70576062717363,S,First,child,True
1,2,female,19.11993486632365,8,1,200.55601372355022,S,Third,woman,False
0,2,male,47.443247595634205,6,2,49.65101055077137,S,Second,child,True
0,2,male,,0,0,10.054311432654519,S,Third,child,True
0,3,male,36.9811650390797,2,4,10.14039782416622,S,Second,man,False
1,3,male,22.19237555964287,3,0,38.45976597353023,C,First,man,True
0,1,female,25.052863557985177,1,2,37.57377358884523,S,Third,man,False
0,1,female,40.401313672516665,5,2,35.63268612623641,Q,Third,woman,True
0,2,male,,5,4,14.374661904495145,S,Third,man,True
0,3,female,,2,4,24.20704860167944,S,Third,man,True
1,3,female,3.776324726875913,1,3,11.840944213582901,S,First,woman,True
0,3,female,,8,2,29.973884663211333,S,Third,woman,False
0,3,male,,5,5,48.8457797161094,C,Third,child,False
1,2,male,31.28011566467606,2,5,39.58800402291575,S,Second,child,True
1,3,male,30.143609437431763,2,6,18.695289317719467,C,First,child,False
1,3,female,55.220288920682165,1,2,24.547672086486326,S,Third,child,False
1,3,male,43.26113979811219,0,0,48.848145994139855,S,Third,man,True
1,3,female,29.589878349951125,6,5,8.747531817923829,S,First,man,True
1,2,female,25.90725853808398,7,3,8.25421136926218,S,Third,child,True
1,3,male,27.290480445845624,3,0,21.897571511809137,S,First,child,True
1,3,male,46.481248761560316,1,2,22.489116077930678,C,Second,man,True
0,3,male,44.559884985893625,8,0,0.7838364979863365,S,First,child,False
0,3,female,7.412077839016753,8,1,28.780800802372944,C,First,man,False
0,3,male,36.5049935841249,5,4,17.8477416319519,Q,Third,man,False
0,1,male,,0,0,28.344285934925082,C,First,man,True
0,1,female,8.909515676395944,1,0,81.28004764745761,Q,Second,man,False
0,3,male,29.95849347986348,4,2,13.369695397742982,Q,First,woman,False
0,1,female,5.121389510728736,1,5,3.765469363313138,S,Second,woman,True
0,3,male,31.812899703179415,1,3,7.633734624213952,S,Third,child,False
1,1,male,1.0,4,5,12.079896731814552,S,Second,woman,True
1,2,male,,0,0,65.70998316578392,S,First,woman,False
0,3,male,,3,1,26.282938458923145,S,First,man,True
0,1,female,,7,2,175.39060629007807,C,Second,man,False
0,3,male,,6,3,11.072077989384798,S,Second,man,True
1,2,male,37.49714797634745,3,0,2.3496862671291545,S,First,child,True
0,3,male,24.406035955472397,4,6,11.826332878753346,S,First,woman,True
0,3,male,16.936910227482585,1,4,161.88449339093245,S,First,child,True
0,3,male,26.657131564166747,3,4,44.84914907748991,S,First,child,True
0,2,female,15.592418443809587,8,6,81.37225944117938,Q,Second,man,False
0,1,female,43.62312005809531,1,4,29.81500208894927,S,First,child,False
0,2,male,57.954724021669,1,2,10.628807002918133,Q,Second,man,True
0,1,female,44.74479857314955,7,4,101.92168583406676,S,Third,woman,False
0,3,female,,6,3,8.588904963481152,S,First,child,False
0,2,male,27.681197033895955,8,2,16.69889797304034,C,Second,child,True
0,3,male,,3,1,11.460018515889617,C,First,woman,True
1,3,male,54.433984017626315,8,1,34.033103835786534,S,First,child,True
0,3,male,21.936901494698514,4,4,17.862950907708004,C,First,woman,True
1,3,female,51.8553797965405,8,5,103.91946866589836,S,First,man,False
1,3,male,14.15845061171792,2,6,112.99395003615628,S,Second,man,True
0,3,female,,0,6,3.3639378944271052,S,Third,woman,False
0,3,male,6.003207701908998,5,2,86.97896392689739,S,Second,child,True
0,2,male,32.22927881719592,7,6,52.78243921176511,C,Second,woman,True
0,2,male,12.307813293733105,6,4,41.11691558734291,C,First,child,True
0,1,female,53.31069169506618,1,6,14.871440126440458,Q,First,man,False
1,3,male,35.77181180325498,6,4,37.55570326510498,S,Third,child,False
1,3,female,,6,5,54.9200823480584,S,Third,child,True
1,3,male,33.95749828830678,1,1,58.55712964322132,S,Second,child,True
1,1,male,,4,5,54.078459026376464,S,Third,woman,True
0,1,female,,4,1,12.728006698376563,C,Third,child,False
0,3,male,55.719129630148416,8,2,6.751242531082107,S,Second,man,True
1,3,female,30.11976896408835,5,6,25.897407975061675,S,Second,man,True
1,1,female,15.761773177252621,3,4,9.679979158373078,C,Second,child,False
0,3,female,4.067202806269492,3,2,50.7225950167341,nan,Third,child,True
0,3,male,20.013422134510925,2,3,1.5080483333961412,S,First,man,True
0,1,male,5.328795434427704,4,3,18.285168276610502,C,First,woman,False
1,2,male,41.62724316659636,8,5,49.7550962935756,S,Third,man,True
0,1,female,40.93634172655143,3,0,2.7716540118700776,C,Second,man,False
0,1,male,17.740454418912293,1,1,38.32902025200144,S,First,man,True
0,1,female,38.59573831857196,6,2,8.670636842465777,S,Third,man,False
1,1,male,21.92963485860225,0,4,4.49694364224202,C,Third,man,True
0,3,male,29.36140004115197,3,0,12.144192449178705,C,Second,woman,False
0,1,female,35.207377721909694,4,3,0.6443460742998689,C,First,man,True
0,1,male,23.784559873447108,5,6,32.81233159612236,C,First,woman,False
0,1,male,35.85484688114364,6,4,13.359344956163977,S,Third,woman,False
1,2,female,,6,0,167.2765023547252,C,Second,woman,True
0,2,male,31.644649831831575,6,0,3.397768016930878,S,Third,woman,False
0,2,female,29.51067168657172,3,3,74.33888222942224,S,Third,man,True
0,3,male,1.3504960925264555,3,6,22.739342896850296,S,Third,man,True
0,3,male,4.664337301759176,5,6,4.132390672587898,S,Second,woman,False
1,3,male,3.9666695212230216,1,5,63.978986962459636,S,Third,child,True
1,3,female,35.80029567493532,5,4,3.8844068169536237,S,Second,man,False
1,2,male,,7,4,34.25601078458816,C,Third,child,False
0,1,female,33.83540608043656,3,0,9.283749210675902,Q,Second,woman,True
1,2,female,11.430701104885742,0,5,19.675716108020794,C,First,woman,False
0,2,male,45.945633349327714,2,5,28.083591527472137,S,Third,man,True
0,3,male,43.75977707744346,5,1,83.21544315474064,C,Third,child,True
1,3,male,19.262517509673405,4,1,11.048166101241893,S,Third,man,False
0,3,male,46.46484387035315,8,1,16.187308630482523,S,Third,man,False
1,3,female,,0,0,7.3470669497766785,S,Third,man,False
1,3,male,,1,1,13.893590069491017,S,Third,child,False
0,3,male,7.142273273887504,7,3,4.437167679112582,S,Third,woman,False
0,3,male,40.27212882997008,0,0,26.21050149034303,S,First,woman,False
1,1,male,28.54331665063429,1,5,27.034779513638767,C,Second,child,True
0,2,male,,7,1,32.22451098556609,C,Second,man,True
0,3,female,28.762776253746214,7,6,8.640142657576668,C,First,woman,True
0,2,male,,6,2,18.68658679026132,S,Second,child,False
1,1,female,59.72936992172243,5,4,1.3962873016963333,S,Second,woman,False
0,3,male,49.555887226839616,0,0,1.3559506355325834,C,First,man,False
0,3,male,23.940418239454253,6,6,12.219422098426572,S,Second,child,False
0,3,female,35.24956214584377,2,4,22.164960701749113,S,Second,woman,True
1,3,male,36.92223620286505,2,4,38.96715581823433,C,Second,woman,False
1,3,male,40.659476344945496,2,1,46.91294340517624,C,Third,woman,True
0,3,male,30.994123272632415,4,2,16.9553451534177,S,Second,man,True
0,3,male,,5,1,46.496185790006216,S,Third,woman,False
1,3,female,,6,5,42.916448131484415,S,Second,woman,False
1,2,female,23.275980467302738,5,2,33.03173539215055,S,Second,child,True
0,3,male,53.56714193735711,2,2,5.039752038973925,C,First,man,False
1,3,male,47.37016734369452,5,5,11.174331864275215,Q,Third,child,True
0,3,male,27.149389735688565,5,4,25.18907155475168,S,Third,child,False
1,3,male,,6,4,55.49420991248504,S,Third,child,True
1,2,male,,6,2,17.040010685137354,S,Third,man,False
1,3,male,46.705375903554966,1,5,112.63748769861108,S,Second,woman,False
1,3,male,44.684327229851895,8,2,36.1290993747205,S,Third,man,True
0,3,male,37.960551657952415,1,2,12.391565195976415,S,Third,woman,True
0,3,female,,5,4,27.20008988972324,S,Second,child,False
0,3,male,39.2479913125821,3,5,15.514010376154166,Q,Second,man,False
1,3,female,46.436865953316186,2,5,80.19673923187213,Q,Second,child,True
0,2,female,37.43583922660877,0,3,1.6353153396065039,C,Second,man,True
0,1,male,,0,3,8.57859284457695,S,First,woman,False
1,3,male,21.918841269610667,3,5,3.3512426829504394,S,First,woman,False
0,3,male,,0,0,54.05197670786436,S,Second,woman,True
1,1,female,29.610122672906027,1,3,6.99779901571297,S,Second,child,False
0,3,male,19.625222532342185,5,1,44.81682222686785,S,Third,child,True
1,2,male,30.84012693739973,6,6,27.212313030636786,S,Second,child,True
0,3,male,45.966837938619264,1,4,58.51652898618495,Q,Second,man,True
0,2,male,32.41954545616495,4,3,174.50822377629768,C,First,child,False
1,3,female,24.189976604465265,6,2,5.52802298726295,S,First,child,False
0,3,male,18.056199251937024,4,2,5.379330932745769,S,Third,child,False
0,1,male,,1,1,33.36939247659747,S,Third,woman,False
0,3,male,48.659274695004825,0,0,1.2203325373479195,S,Second,child,True
0,3,male,5.126325734990509,1,2,56.11833542839906,C,First,man,True
1,1,male,16.913037632765153,0,5,15.59678808425579,S,First,woman,True
1,2,male,1.0,2,6,16.79870729610301,Q,Third,man,True
1,1,female,,7,6,28.008391239102618,S,Third,woman,True
1,3,male,25.208016163351857,2,3,13.81694585491207,S,First,woman,True
0,3,male,,2,5,11.781364895659342,S,Second,child,True
0,3,female,,3,2,7.569356739263746,S,First,woman,False
1,3,female,18.502288958151375,1,0,41.86926065570255,C,Third,child,True
0,3,male,17.208821033157726,6,1,48.300837671560394,S,Second,woman,False
0,2,female,,4,0,30.91292726244302,S,First,man,False
0,2,male,25.32311872291281,3,0,8.884647203140071,S,First,man,True
1,2,male,42.70722074925472,3,4,39.15956432809742,Q,First,woman,False
0,3,male,18.285205402858164,4,2,5.669654392992466,S,First,child,False
0,2,male,52.57820032652921,2,5,69.49972189388012,S,Third,woman,True
1,3,male,51.19854983410917,5,2,19.50891751534737,S,First,woman,True
0,3,male,33.23426155104187,6,3,21.317963214508094,S,Second,child,False
0,1,male,14.606557698427233,1,0,7.535295219422452,S,Third,woman,False
0,1,female,31.21801940018725,4,1,31.54273366455322,Q,Third,man,True
0,1,male,30.6622630005748,0,2,138.69798985181438,S,Third,child,True
0,1,male,,6,6,29.350417256548923,S,Third,man,True
0,1,female,,0,6,34.8659887890974,S,Second,woman,True
0,2,female,8.677998093489876,5,2,11.232032938246874,C,First,child,False
0,3,female,,8,5,13.01205607425856,S,Third,woman,True
0,1,male,29.855921571327944,8,1,7.213746666827945,C,First,woman,False
1,3,male,30.02905030687113,2,5,23.851919196944856,S,First,child,True
0,3,male,44.37520810391354,8,5,5.2845841289654025,S,Second,man,True
0,3,male,9.34775323756088,4,6,31.798646553638275,C,First,man,False
0,3,male,44.14971202382927,2,4,20.660262434215895,C,Second,man,True
0,3,female,19.59481443975755,5,6,32.306867424566036,S,Third,man,True
1,3,male,24.466891078099167,8,3,2.4204213163911454,C,Third,woman,False
0,3,female,,8,2,71.10368792939998,S,First,woman,True
1,1,female,31.254678009749522,4,5,15.699760393458813,S,Third,child,True
0,1,male,3.3185497528010153,6,2,7.650901567789067,S,Second,man,True
1,2,male,22.04679991597929,1,3,22.925622696051754,S,Third,woman,True
1,3,male,22.77940836600506,4,3,87.67125462735156,S,First,woman,True
1,3,female,47.69502283308472,4,2,39.10848924180104,Q,Second,child,False
1,2,male,32.10977401302105,6,6,13.716345947308485,S,Third,man,False
1,3,male,39.737256360948244,3,3,11.9519682356595,S,Third,woman,True
1,3,male,30.083143401411036,2,3,35.72582739107965,C,First,woman,False
1,2,male,15.315394799521997,5,1,3.0689332464086525,S,Third,man,True
0,3,male,,6,3,15.007622700232325,S,Second,child,False
0,3,female,18.163821211054056,2,1,21.495770037357946,S,First,woman,True
0,3,female,22.632593229181385,3,6,47.16606967274663,Q,Second,woman,True
0,3,male,32.54939690333393,7,0,12.995705990886966,S,Second,child,True
0,3,male,43.23754305225948,8,3,51.84126455679519,S,Third,man,False
0,3,male,27.180616394041582,1,5,50.371821260893974,C,First,child,False
1,3,male,51.14734624776585,6,1,0.6486187225395007,S,Second,child,True
1,1,male,21.99930218927061,8,0,6.970629301961083,S,Third,man,False
0,3,male,39.318250017364846,5,3,34.96572402937814,S,First,woman,True
0,2,male,30.050628213309842,4,3,22.61366142347,S,First,man,True
0,3,male,,2,4,0.9248378607766867,S,Second,woman,True
1,1,female,33.00168418565375,1,6,14.709374778731185,S,Third,man,False
1,3,male,3.7176205472146435,4,2,32.435512441016144,S,Second,man,False
1,3,female,45.2366929373331,8,5,158.06522506736633,S,Second,man,True
1,1,male,,7,4,7.648535532607133,S,First,child,False
0,3,female,22.25713324504264,2,6,5.468855305608286,S,First,woman,True
0,3,male,,5,3,14.953495466595555,Q,Third,child,False
0,3,male,,2,4,26.417748072793493,S,First,man,False
1,3,male,38.39981440427279,1,4,36.0403325662497,S,Second,child,True
1,3,female,19.242633529832517,4,3,14.769512058992245,S,Third,man,True
1,2,female,18.29417822440817,2,5,8.558317778341255,S,Third,man,True
0,3,male,55.34814464817056,1,2,0.1728581403341154,S,Second,child,True
0,3,female,18.9815416783224,3,5,6.687894057929368,S,First,woman,True
0,1,female,21.813206890155442,7,0,3.4792277947411585,S,Third,man,False
0,1,male,6.083508913852437,0,5,9.148155887480018,Q,Third,man,True
0,3,female,52.819751416109526,5,3,12.852036613541648,C,First,man,True
1,2,male,35.57197652613138,6,3,2.7063711015091405,Q,First,man,False
0,3,male,33.328914868336355,3,1,17.180349936403715,Q,First,child,True
0,3,male,43.6519377481008,1,0,6.05462601928541,C,First,man,False
0,2,female,11.389288029320259,5,3,28.735144538293408,S,Second,woman,False
0,3,male,22.42534505312461,4,2,15.662398079641456,nan,First,child,False
1,3,male,28.71987176250685,5,0,33.68261259614044,S,First,child,True
0,3,female,8.321405289801547,8,5,49.39435690040259,S,Third,man,True
1,3,female,48.359979768899315,1,1,2.9207201281910304,Q,Second,woman,True
0,2,male,29.741993297292858,0,6,15.907375419282545,S,First,woman,True
0,1,female,25.473959092422994,7,0,125.61600492425863,S,Third,child,True
0,3,female,33.307156853955966,4,1,0.07630482047310887,S,Third,child,False
0,1,male,19.46384801928481,3,3,20.267660028466484,S,Second,child,True
1,2,male,,2,3,20.88315716140739,S,Second,child,True
0,3,male,77.98553965803491,0,0,57.27778567546538,S,Second,child,False
1,3,male,38.46554842344122,3,2,11.312728253730663,S,First,woman,False
1,3,male,53.356354834880555,2,4,49.37612016118358,S,Second,man,False
0,3,female,25.028836285617118,3,0,0.07268733810711529,S,First,child,False
0,1,male,19.47803413816687,1,5,22.268936539062288,S,Third,woman,False
0,3,male,34.33585025120323,2,4,12.693902028966773,Q,Second,woman,True
0,3,male,11.21613079206351,6,3,54.48531942796306,S,First,woman,False
1,2,female,1.0,6,2,17.019745355516122,S,Third,woman,False
1,1,male,40.24229507030994,5,5,2.390519002735015,S,Third,child,False
1,1,male,38.97873402961121,1,6,40.66681007656037,Q,First,child,True
0,2,female,,7,0,0.43926925788747867,S,Third,child,True
0,2,male,,5,4,13.43401088414185,S,Second,child,False
0,3,male,57.69721779831527,2,5,22.763820469355867,C,Second,child,False
0,3,male,,6,0,44.675326924299284,Q,Third,woman,False
0,2,female,,7,0,12.391962758859881,S,First,woman,True
0,2,female,1.0,4,2,3.6274800564642513,Q,Third,child,False
1,1,male,29.339677852854617,1,4,57.5663980656533,S,Second,child,True
0,1,male,41.6462889908355,3,3,0.325750351186382,C,Second,man,True
0,2,male,30.09605677955297,4,3,68.13184174316528,S,Second,child,False
1,3,female,45.73910428225465,2,3,3.7160042771025634,S,First,man,True
1,3,female,62.12833632757548,6,1,4.432982551205519,S,First,man,True
1,3,male,27.573097082719208,0,1,5.999278954645193,C,First,child,False
0,3,male,47.237549834306314,2,6,5.298857074412469,S,First,man,False
1,3,female,7.798063947479658,5,2,52.26104676833344,S,Third,woman,False
0,3,male,44.43846746099276,5,4,54.97501904583037,S,Third,woman,True
0,3,male,30.888866725414772,5,4,6.127730515229625,S,Second,man,True
0,3,male,26.900533023141104,5,6,3.939098199363239,S,Second,man,False
0,3,male,27.712415119909146,4,1,28.041937502376715,C,Second,child,False
0,3,male,27.811751443259002,0,6,39.69888358530959,S,First,woman,True
0,1,male,25.676759269166503,7,1,27.020425985784296,S,Third,woman,False
0,3,male,,4,1,0.9266551142168709,S,Second,man,True
0,1,male,27.55991012307037,3,2,47.942775612713874,C,Third,man,False
1,3,male,,2,5,41.33014974374865,S,First,child,False
0,3,male,35.83875444588974,7,5,41.68645896042181,S,First,woman,False
0,2,female,21.489848722547446,2,0,7.662632422516999,S,Second,man,True
0,1,male,44.67181260708982,1,0,2.404865951735982,S,First,woman,True
0,1,male,29.52642246798667,0,5,194.98877759976654,Q,Second,child,True
0,3,female,31.77833534649666,6,0,21.44007766561558,C,Third,child,True
0,3,female,1.310753214574671,4,6,42.75194505923125,S,Third,woman,False
0,3,male,12.406478205646291,0,4,3.3457949906799307,S,Second,woman,False
0,3,male,43.154601509104296,8,5,23.20100261008333,S,Second,woman,False
0,1,female,19.726565835633505,1,0,23.145350160117324,S,First,woman,True
1,3,male,22.545872774014704,2,2,4.325851179859296,C,Second,man,True
0,2,female,26.10884045824409,1,1,14.297556218193122,S,Second,woman,True
0,2,male,49.09239629958279,7,4,73.28201989732287,S,First,child,True
1,3,female,35.23793196922217,0,5,38.671925565504786,S,First,child,True
0,3,male,,1,0,43.412842888499576,S,Third,man,False
0,1,female,26.25153083456332,8,1,69.5014381014896,Q,Third,woman,True
0,3,female,32.984467692729474,4,4,12.2587633925347,C,First,man,True
0,1,male,13.154591624736337,1,3,51.49268725585951,S,Third,woman,True
0,3,female,46.49243729200721,5,2,3.3502269318623084,S,Third,child,True
0,3,female,31.521074851727946,4,2,28.435478956563774,S,Third,woman,True
1,3,male,,8,2,25.20828603958462,S,Third,child,True
1,2,female,34.736417549159235,8,2,18.619018694714548,C,First,man,True
1,2,male,,2,2,7.74414907783008,S,First,man,False
0,2,female,26.997068509159735,3,0,18.407032310729573,S,First,woman,False
1,3,male,53.28254540856868,2,0,61.370625270264966,S,Third,man,False
0,3,male,18.07868381834692,1,3,43.29407967556508,Q,Second,child,False
1,3,male,35.910584511567286,6,4,19.16957715277026,S,Third,man,True
1,1,male,58.129059856448265,8,0,113.16516961250028,S,Second,man,False
1,1,female,23.142593762379583,8,6,50.76970538954922,S,First,child,True
1,1,female,33.43358194820788,5,2,1.4939105238612151,S,First,child,False
0,1,female,42.28507087971008,8,5,45.84507852203441,C,First,man,True
0,2,male,28.069404215418107,1,1,41.83598261100283,S,Second,woman,True
0,3,female,8.995054133699384,7,1,1.665617835077819,S,Third,man,False
0,3,female,15.216568973034613,4,6,86.17122692130094,S,Second,child,False
0,3,male,38.13305624395369,6,4,20.767123465190668,S,First,man,True
0,3,male,42.48121447984943,4,3,9.01855268072101,C,First,woman,True
1,3,male,,2,3,19.622339815556906,S,First,woman,False
0,3,male,46.05004819414983,0,0,59.21671387920474,S,Second,man,True
0,3,male,31.007792729104303,7,3,9.515771960515307,S,Second,man,True
0,3,male,32.915264389954096,1,5,80.99808933012588,S,Third,woman,True
0,2,male,8.73583877179459,0,3,2.2087067967328715,S,First,woman,True
0,3,female,,1,6,3.088946124804803,C,First,man,True
1,1,female,,1,2,30.181876038026804,S,Second,child,True
0,1,male,21.83504187257619,2,5,23.52687467594629,S,Second,woman,True
0,2,male,39.016023784528755,1,5,36.736718833517685,S,First,man,True
0,3,female,4.577556176750466,1,1,1.4657927118889083,S,Second,woman,True
0,3,male,40.51539436912351,5,0,9.94727817538462,S,Third,woman,False
1,1,male,34.20398053069122,5,3,40.07884325154981,S,First,child,True
1,3,male,59.548519470232264,5,3,13.932825202386168,C,Second,woman,True
1,3,male,49.78319751611373,7,1,11.990440554274276,S,First,woman,True
0,1,male,51.097725019819414,8,4,56.54748330601686,S,Third,child,True
0,2,female,41.44355934915432,6,6,52.46816716655467,S,Third,man,False
0,3,male,,7,0,45.09305458470519,C,First,woman,False
1,3,female,,8,5,32.59921450905381,S,Second,child,True
0,3,female,25.308721795074987,7,3,101.90269231878487,S,First,child,False
0,3,female,55.57419858925211,5,0,0.7023012652118353,S,First,child,False
1,3,male,9.613697717876743,6,6,5.465899001823339,S,Second,man,True
0,1,female,23.69605431261618,8,5,20.327315884971377,S,First,man,True
0,3,male,10.13072286859461,0,5,10.872267191609794,S,First,child,False
0,1,female,50.313325396449784,8,6,11.45868924351236,S,Third,woman,True
0,1,male,22.079061400361446,5,5,129.589254843254,S,Third,child,False
1,1,male,51.62348112303809,3,0,1.4925248313941193,S,Second,man,True
0,1,female,24.20732508792982,8,4,0.8658911969620532,S,Third,man,True
0,3,male,22.942150877707668,1,6,90.27476835986123,S,Second,man,True
0,3,male,47.899408645785314,2,3,5.7571992899874385,S,Second,child,False
1,3,female,,4,5,1.449628928721427,S,Second,child,False
1,3,male,1.0,3,0,20.245362522505232,Q,First,woman,False
1,2,male,36.3159710580008,4,3,70.49274257494802,S,Third,woman,False
0,3,female,38.402336295532095,6,5,12.057427947940402,S,Second,woman,True
1,3,male,32.937297032612754,5,6,88.83442356323636,C,Second,man,False
1,3,female,20.792787946453153,4,5,66.14942978398001,Q,First,woman,True
1,3,female,,5,5,10.85979273250368,Q,Third,child,True
0,3,female,24.4271392664807,0,3,18.866336992872586,S,Third,man,True
0,2,male,32.958522386539656,5,2,84.92818542658591,Q,Third,woman,False
0,3,female,27.166480319945073,2,4,4.341986220796565,S,Third,child,True
1,2,female,21.29300578465476,1,0,2.1084235483654186,C,Third,man,False
0,2,male,32.292786248264605,1,5,6.901670837949406,Q,Third,man,True
0,3,male,,1,0,8.437909067054218,S,First,man,False
0,1,male,34.04608249353513,7,3,6.52430163416745,Q,First,man,False
1,1,female,22.24900654096276,2,0,1.0634508881157907,C,First,man,True
1,3,female,34.707556285185746,0,2,41.73310213636364,S,Third,child,True
0,3,male,,5,6,5.830434614163779,S,Third,woman,False
0,2,male,52.33565836006666,5,2,20.05355306159945,S,Third,woman,False
1,2,male,,2,1,4.233067913165159,C,First,woman,True
1,3,male,,4,6,15.013235680631961,C,Third,woman,True
0,3,male,15.872263563005589,6,0,16.718258072298198,C,Third,child,True
0,3,male,10.882261823107793,6,6,80.57563718844884,S,Third,child,True
0,1,male,27.166663007932986,3,0,40.32119015559212,S,Second,child,True
0,1,male,10.271413058213717,5,6,78.07714617656572,C,Second,child,True
0,2,male,19.013013793151206,8,5,22.16194933516542,S,Third,child,False
0,3,female,27.618287733483676,2,4,6.122711070382041,S,First,child,True
0,3,female,23.221054095655354,3,5,17.391373375763553,C,Third,woman,True
0,3,male,25.409147211654155,3,3,29.720147532860185,S,First,child,False
0,1,female,11.407935217826466,2,4,25.71489820693081,C,Second,woman,True
0,2,male,33.24053463710494,0,2,74.78810214704866,S,Second,child,True
1,2,male,43.9511127149367,3,5,29.614678655266776,S,Third,child,True
1,1,male,22.326075450951627,3,0,9.786561902117363,S,Second,child,False
0,3,male,40.16057481867699,4,5,100.61187459637333,S,Third,woman,False
0,3,female,67.2781739920531,5,0,6.305347117270737,C,Third,woman,False
0,3,male,28.71464557811766,0,4,21.354310803787467,S,First,woman,True
0,3,female,39.1169401112934,0,5,72.14264774186705,Q,First,child,True
0,1,female,32.75478126122298,4,4,40.84096096238607,S,Second,woman,False
1,3,female,,5,5,25.29584098794727,S,Second,woman,False
0,1,male,5.938901727430668,4,1,38.418637324400216,S,Third,man,True
0,1,female,15.20260524876699,2,5,19.004239924060112,S,Third,man,True
1,3,male,32.008494992999324,7,1,16.6820350715354,S,Second,woman,True
1,1,male,42.417475926218515,7,6,32.618062756214535,S,First,man,False
1,3,male,,5,5,44.075874084295826,S,First,man,False
0,2,male,6.6959744864529895,0,1,91.4744335373502,S,Second,child,False
1,3,male,,3,4,59.77028984376717,S,Second,man,True
1,3,male,18.874114353638962,1,3,106.79922331081234,S,Second,child,False
0,3,male,35.44588723004267,0,5,4.06459036229472,C,Second,man,False
1,3,female,19.33145456223402,5,4,150.27725286038134,S,Second,man,True
0,1,male,20.468700532789207,2,5,7.376188242136718,S,Third,woman,False
1,2,male,45.18646607292787,4,2,2.784032364611652,S,Second,child,True
0,3,male,48.69442787518026,0,0,35.29259297993611,S,Third,child,False
0,2,male,24.21415272529546,3,3,36.936451078723984,S,Second,man,False
0,1,female,35.94863741289822,0,0,120.21391090847327,S,Third,man,True
0,2,female,3.6592268205612193,5,3,48.646511499226975,S,Second,woman,False
1,3,male,32.776578830974785,8,3,16.455904259313446,S,Third,child,False
0,2,male,46.65969269714158,1,2,30.246291899822406,C,First,child,True
0,2,female,,6,5,31.026943466883083,Q,Third,child,False
0,1,female,,7,6,47.84845583553372,S,First,woman,True
0,3,male,24.55899837138309,4,2,28.7139060994805,S,First,woman,False
0,1,female,20.94491178172037,3,2,16.119784827421178,S,Second,man,True
0,1,female,,7,0,37.752041674780585,S,Third,man,False
